COURSEID,TITLE,SESSION,DAY,START_TIME,END_TIME,LOCATION,INSTRUCTOR
ECON-500,"Microeconomic Analysis and Policy",001,H,12:00,13:50,VPD,"Ergin Bayrak"
ECON-501,"Macroeconomic Analysis and Policy",001,T,14:00,15:50,KAP,"Ratika Narag"
ECON-501,"Macroeconomic Analysis and Policy",001,H,14:00,15:50,KAP,"Ratika Narag"
ECON-504,"Game Theory with Economic and Financial Applications",001,M,10:00,11:50,KAP,"Jonathan Libgober"
ECON-504,"Game Theory with Economic and Financial Applications",001,W,10:00,11:50,KAP,"Jonathan Libgober"
ECON-513,"Practice of Econometrics",001,M,16:00,17:50,KAP,"Marco Angrisani"
ECON-513,"Practice of Econometrics",001,W,16:00,17:50,KAP,"Marco Angrisani"
ECON-541,"Economic Development",001,T,16:00,17:50,KAP,"Jeff Nugent"
ECON-541,"Economic Development",001,H,16:00,17:50,KAP,"Jeff Nugent"
ECON-570,"Big Data Econometrics",001,F,14:00,17:20,KAP,"Laurence Wong"
ECON-584,"Economic Consulting and Applied Econometrics",001,M,08:00,09:50,VPD,"Jeffrey Dubin"
ECON-584,"Economic Consulting and Applied Econometrics",001,W,08:00,09:50,VPD,"Jeffrey Dubin"
ECON-603,"Microeconomic Theory II",001,M,12:00,13:50,KAP,"Michael Magill"
ECON-603,"Microeconomic Theory II",001,W,12:00,13:50,KAP,"Michael Magill"
ECON-604,"Game Theory",001,T,14:00,17:20,GFS,"Fanny Camara"
ECON-605,"Macroeconomic Theory II",001,T,12:00,13:50,KAP,"Joel David"
ECON-605,"Macroeconomic Theory II",001,H,12:00,13:50,KAP,"Joel David"
ECON-606,"Behavioral Theories of Decision-Making",001,M,13:00,16:20,KAP,"Isabelle Brocas"
ECON-608,"Advanced Neuroeconomics",001,W,14:00,17:20,GFS,"Giorgio Coricelli"
ECON-609,"Econometric Methods",001,M,16:00,17:50,KAP,"Hyungsik Roger Moon"
ECON-609,"Econometric Methods",001,W,16:00,17:50,KAP,"Hyungsik Roger Moon"
ECON-620B,"Experimental Methods",001,H,10:30,11:50,KAP,"Juan Carrillo"
ECON-625,"Economic Analysis of Social Networks",001,M,15:00,18:20,"SOS B","Michael Leung"
ECON-641,"Empirical Analysis of Economic Development",001,W,09:00,12:20,KAP,"Vittorio Bassi"
ECON-650,"International Trade Theory",001,W,14:00,17:20,KAP,"Monica Morlacco"
ECON-653,"Empirical International Economics",001,T,14:00,17:20,KAP,"Robert Dekle"
ECON-688,"Empirical Industrial Organization",001,H,14:00,17:20,KAP,"Yu-Wei Hsieh"
ECON-690,"Seminar in Economic Theory",001,M,16:00,17:30,KAP,"Giorgio Coricelli"
ECON-691,"Seminar in Econometrics",001,F,15:30,17:00,KAP,"Cheng Hsiao"
ECON-692,"Seminar in Economic Development",001,W,14:00,15:30,KAP,"Paulina Oliva"
ECON-694,"Seminar in Dynamic Economics",001,H,15:30,17:00,KAP,"Romain Ranciere"
ECON-696,"Empirical Microeconomics Seminar",001,M,14:00,15:20,VPD,"Juan Saavedra"
ECON-715,"Advanced Topics in Econometrics",001,M,09:00,12:20,KAP,"Hashem Pesaran"
BISC-103,"General Biology for the Environment and Life",001,T,11:00,13:50,ZHS,"Yuhui Li"
BISC-103,"General Biology for the Environment and Life",001,W,12:30,15:20,ZHS,"Nico Lorenzen"
BISC-103,"General Biology for the Environment and Life",001,H,11:00,13:50,ZHS,"Yuhui Li"
BISC-110,"Good Genes, Bad Genes",001,M,12:00,13:50,VKC,"Matthew Michael"
BISC-110,"Good Genes, Bad Genes",001,T,14:00,14:50,ZHS,"Mezmur Belew"
BISC-110,"Good Genes, Bad Genes",001,W,09:00,09:50,ZHS,"Mezmur Belew"
BISC-115,"The Biology of Food",001,T,16:00,17:50,ZHS,"Caleb Ghione"
BISC-115,"The Biology of Food",001,H,16:00,17:50,ZHS,"Qingzhou Liu"
BISC-115,"The Biology of Food",001,F,12:00,13:50,ZHS,"Qingzhou Liu"
BISC-120,"General Biology: Organismal Biology and Evolution",001,T,14:00,15:20,MRF,"Raffaella Ghittoni"
BISC-120,"General Biology: Organismal Biology and Evolution",001,H,08:00,10:50,ZHS,"Guilherme De Sena Brandine"
BISC-120,"General Biology: Organismal Biology and Evolution",001,F,14:00,16:50,ZHS,"Emily Aguirre"
BISC-220,"General Biology: Cell Biology and Physiology",001,M,10:00,10:50,THH,"Albert Herrera"
BISC-220,"General Biology: Cell Biology and Physiology",001,T,17:00,19:50,ZHS,"Mingrui Chen"
BISC-220,"General Biology: Cell Biology and Physiology",001,H,17:00,19:50,ZHS,"Pingping Qu"
BISC-220,"General Biology: Cell Biology and Physiology",001,W,08:00,10:50,ZHS,"Victoria Lanclos"
BISC-220,"General Biology: Cell Biology and Physiology",001,F,08:00,10:50,ZHS,"Nicole Ratib"
BISC-221,"Advanced General Biology: Cell Biology and Physiology",001,M,10:00,10:50,ZHS,"David McKemy"
BISC-221,"Advanced General Biology: Cell Biology and Physiology",001,F,10:00,10:50,ZHS,"David McKemy"
BISC-221,"Advanced General Biology: Cell Biology and Physiology",001,H,08:00,10:50,ZHS,"Chance Jones"
BISC-221,"Advanced General Biology: Cell Biology and Physiology",001,T,14:00,16:50,ZHS,"Anthony M Fernandez"
BISC-221,"Advanced General Biology: Cell Biology and Physiology",001,W,14:00,16:50,ZHS,"Trond Sigurdsen"
PSYC-100,"Introduction to Psychology",001,M,14:00,15:20,SGM,"Ann Renken"
PSYC-100,"Introduction to Psychology",001,T,10:00,11:50,"WPH B","Ann Renken"
PSYC-100,"Introduction to Psychology",001,F,12:00,13:50,VKC,"Ann Renken"
PSYC-100,"Introduction to Psychology",001,H,08:00,09:50,THH,"Ann Renken"
PSYC-100,"Introduction to Psychology",001,W,08:00,09:50,THH,"Ann Renken"
MICB-522,"Infection and Host Responses",046,H,09:00,10:50,"","Jie Li"
MICB-522,"Infection and Host Responses",046,T,09:00,10:50,"","Jie Li"
MICB-542,"Animal Virology",046,W,09:00,10:50,"","Jie Li"
MICB-549,"Student Seminar Series",046,W,11:00,11:50,OFFICE,"Axel Schonthal"
MICB-551,"Prokaryotic Molecular Genetics",046,M,09:00,11:00,OFFICE,"Axel Schonthal"
MICB-551,"Prokaryotic Molecular Genetics",046,W,09:00,11:00,OFFICE,"Axel Schonthal"
MICB-560,"Recent Advances in Microbiology",046,W,12:00,12:50,OFFICE,"Axel Schonthal"
MICB-573,"Systems Physiology and Disease II",046,T,13:00,15:00,MMR,"Harvey Kaslow"
MICB-573,"Systems Physiology and Disease II",046,H,13:00,15:00,MMR,"Harvey Kaslow"
SSCI-135,"Maps in the Digital World",001,M,10:00,11:20,GFS,"Su Jin Lee"
SSCI-135,"Maps in the Digital World",001,W,10:00,11:20,GFS,"Su Jin Lee"
SSCI-135,"Maps in the Digital World",001,F,10:00,11:20,GFS,"Su Jin Lee"
SSCI-165,"Sustainability Science in the City",001,W,16:00,17:50,AHFA,"Lois Park"
SSCI-165,"Sustainability Science in the City",001,H,10:00,11:50,AHFA,"Lois Park"
SSCI-165,"Sustainability Science in the City",001,M,14:00,15:50,AHFA,"Avery Everhart"
SSCI-165,"Sustainability Science in the City",001,F,12:00,13:50,AHFA,"Avery Everhart"
SSCI-214,"Human Populations and Natural Hazards",001,W,10:00,10:50,THH,"Lourdes Avelar Portillo"
SSCI-214,"Human Populations and Natural Hazards",001,F,10:00,10:50,VKC,"Douglas Fleming"
SSCI-214,"Human Populations and Natural Hazards",001,T,11:00,11:50,"SOS B","Lourdes Avelar Portillo"
SSCI-214,"Human Populations and Natural Hazards",001,H,11:00,11:50,"SOS B","Douglas Fleming"
SSCI-301,"Maps and Spatial Reasoning",001,M,14:00,15:20,WPH,"Elisabeth Sedano"
SSCI-301,"Maps and Spatial Reasoning",001,F,14:00,15:50,AHFA,"Yan Xu"
SSCI-301,"Maps and Spatial Reasoning",001,H,16:00,17:50,AHFA,"Leilei Duan"
SSCI-301,"Maps and Spatial Reasoning",001,W,08:00,09:50,AHFA,"Yan Xu"
SSCI-340,"Community Health Scan",001,T,14:00,15:50,"SOS B","Darren Ruddell"
SSCI-340,"Community Health Scan",001,H,14:00,15:50,"SOS B","Darren Ruddell"
SSCI-382,"Principles of Geographic Information Science",001,M,14:00,15:20,VKC,"Su Jin Lee"
SSCI-382,"Principles of Geographic Information Science",001,W,14:00,15:20,VKC,"Su Jin Lee"
SSCI-382,"Principles of Geographic Information Science",001,F,10:00,11:50,AHFA,"Leilei Duan"
SSCI-382,"Principles of Geographic Information Science",001,T,16:00,17:50,AHFA,"Leilei Duan"
SSCI-383,"Geospatial Modeling and Customization",001,M,12:00,13:20,AHFD,"Jennifer Swift"
SSCI-383,"Geospatial Modeling and Customization",001,W,12:00,13:20,AHFD,"Jennifer Swift"
SSCI-383,"Geospatial Modeling and Customization",001,H,14:00,15:50,AHFA,"Leilei Duan"
SSCI-412,"GeoDesign Practicum",001,T,14:00,17:50,AHFD,"Travis Longcore"
SSCI-580,"Spatial Computing",001,W,10:00,11:50,AHFD,"Andrew Marx"
SSCI-580,"Spatial Computing",001,F,10:00,11:50,AHFD,"Andrew Marx"
SSCI-581,"Concepts for Spatial Thinking",001,W,14:00,15:50,AHFD,"Katsuhiko Oda"
SSCI-581,"Concepts for Spatial Thinking",001,F,14:00,15:50,AHFD,"Katsuhiko Oda"
SSCI-583,"Spatial Analysis",001,T,10:00,11:50,AHFD,"Su Jin Lee"
SSCI-583,"Spatial Analysis",001,H,10:00,11:50,AHFD,"Su Jin Lee"
SSCI-683,"Principles of Spatial Data Analysis",001,H,14:00,16:50,AHFD,"An-Min Wu"
SSCI-684,"Spatial Modeling with GIS",001,T,14:00,16:50,AHFD,"Laura Loyola"
MUIN-270,"Introduction to the Music Industry",001,T,12:00,13:50,KDC,"Paul Young"
MUIN-270,"Introduction to the Music Industry",001,H,12:00,13:50,KDC,"Paul Young"
MUIN-272,"Basics of the Music Industry",001,T,14:00,15:50,KDC,"Michael Garcia"
MUIN-272,"Basics of the Music Industry",001,H,14:00,15:50,KDC,"Michael Garcia"
MUIN-280,"Communications in the Music Industry",001,M,18:30,22:00,KDC,"Loren Medina"
MUIN-360,"Introduction to Music Law",001,T,18:00,19:50,"TMC G","Mark Goldstein"
MUIN-360,"Introduction to Music Law",001,H,18:00,19:50,"TMC G","Mark Goldstein"
MUIN-370,"Music Publishing and Licensing",001,M,19:00,20:50,"TMC G","Jeff Brabec"
MUIN-410,"Marketing, Branding and Strategic Alliances in Music",001,T,16:00,17:50,KDC,"Kevin Lyman"
MUIN-420,"DIY Music Marketing",001,H,16:00,17:50,KDC,"Trudy Green"
MUIN-425,"Live Music Production and Promotion",001,T,12:00,13:50,CTVA,"Michael Garcia"
MUIN-425,"Live Music Production and Promotion",001,H,12:00,13:50,CTVA,"Michael Garcia"
MUIN-430,"Artist Management and Development",001,T,18:00,19:50,KDC,"Trudy Green"
MUIN-430,"Artist Management and Development",001,H,18:00,19:50,KDC,"Trudy Green"
MUIN-443,"The Business of Music for Visual Media",001,M,18:30,22:00,KDC,"Richard Mc Ilvery"
MUIN-450,"Practicum in Music Industry Issues (Internship)",001,F,12:00,13:50,KDC,"Mark Goldstein"
MUIN-475,"Advanced Concert Management",001,T,10:00,11:50,KDC,"Michael Garcia"
MUIN-475,"Advanced Concert Management",001,H,10:00,11:50,KDC,"Michael Garcia"
MUIN-496,"Music Media Solutions",001,W,18:30,22:00,KDC,"Jeremy Gruber"
MUIN-497,"Current Topics, Case Studies, and Analysis",001,W,10:00,11:50,TMC,"Michael Garcia"
MUIN-497,"Current Topics, Case Studies, and Analysis",001,H,18:00,19:50,TMC,"Kevin Lyman"
MUIN-497,"Current Topics, Case Studies, and Analysis",001,T,16:00,17:50,TMC,"Brian Malouf"
MUIN-520,"Artist Management: Campaign Planning, Pitching, Partnerships",001,T,14:00,15:50,TMC,"Trudy Green"
MUIN-521,"Music Industry/Producers Forum",001,H,10:00,11:50,TMC,"Kevin Lyman"
MUIN-522,"Music Marketing, Branding and Campaigns",001,T,12:00,13:20,TMC,"Kevin Lyman"
MUIN-522,"Music Marketing, Branding and Campaigns",001,H,12:00,13:20,TMC,"Kevin Lyman"
MUIN-523,"Survey/Analysis of Music Agreements",001,T,16:00,17:50,"UUC B","Mark Goldstein"
MUIN-523,"Survey/Analysis of Music Agreements",001,H,16:00,17:50,"UUC B","Mark Goldstein"
MUIN-525,"Concert Promotion, Venue Management and Event Planning",001,T,09:00,11:50,TMC,"Kevin Lyman"
MUIN-526,"Music Supervision, Production and Creative Licensing",001,T,18:30,22:00,TMC,"Lindsay Wolfington"
ENST-100,"Introduction to Environmental Studies",001,F,10:00,10:50,WPH,"Audra Bardsley"
ENST-100,"Introduction to Environmental Studies",001,T,08:00,09:20,WPH,"Scott Applebaum"
ENST-100,"Introduction to Environmental Studies",001,H,08:00,09:20,WPH,"Scott Applebaum"
ENST-100,"Introduction to Environmental Studies",001,M,14:00,15:20,WPH,"Scott Applebaum"
ENST-100,"Introduction to Environmental Studies",001,W,14:00,15:20,WPH,"Scott Applebaum"
ENST-150,"Environmental Issues in Society",001,F,11:00,11:50,"SOS B","Mahmood Sariolghalam"
ENST-150,"Environmental Issues in Society",001,T,17:00,17:50,"SOS B","Cooper Harris"
ENST-150,"Environmental Issues in Society",001,W,17:00,17:50,"SOS B","Hongrui Qiu"
ENST-150,"Environmental Issues in Society",001,H,17:00,17:50,"SOS B","Cooper Harris"
ENST-150,"Environmental Issues in Society",001,M,16:00,16:50,"SOS B","Kirstin Washington"
ENST-270,"Introduction to Environmental Law and Politics",001,T,15:30,18:20,VKC,"Darry Sragow"
ENST-298A,"Introduction to Scientific Diving",001,F,15:00,16:50,WPH,"David Ginsburg"
ENST-310,"Sustainable Fisheries Management",001,T,11:00,12:20,WPH,"David Ginsburg"
ENST-310,"Sustainable Fisheries Management",001,H,11:00,12:20,WPH,"David Ginsburg"
ENST-320A,"Water and Soil Sustainability: Energy and Air Sustainability",001,T,14:00,15:20,WPH,"David Ginsburg"
ENST-320A,"Water and Soil Sustainability: Energy and Air Sustainability",001,H,14:00,15:20,WPH,"David Ginsburg"
ENST-320B,"Water and Soil Sustainability: Energy and Air Sustainability",001,T,14:00,15:20,WPH,"Victoria Petryshyn"
ENST-320B,"Water and Soil Sustainability: Energy and Air Sustainability",001,H,14:00,15:20,WPH,"Victoria Petryshyn"
ENST-320B,"Water and Soil Sustainability: Energy and Air Sustainability",001,M,08:00,09:20,WPH,"Victoria Petryshyn"
ENST-320B,"Water and Soil Sustainability: Energy and Air Sustainability",001,W,08:00,09:20,WPH,"Victoria Petryshyn"
ENST-323,"Politics of Global Environment",001,T,17:00,18:20,LVL,"Shannon Gibson"
ENST-323,"Politics of Global Environment",001,H,17:00,18:20,LVL,"Shannon Gibson"
ENST-335,"Science, Health and the Environment",001,T,09:30,10:50,WPH,"Jill Sohm"
ENST-335,"Science, Health and the Environment",001,H,09:30,10:50,WPH,"Jill Sohm"
ENST-347,"Environmental Law",001,W,19:00,21:50,KDC,"Darry Sragow"
ENST-370,"Marine and Coastal Environmental Policy",001,T,12:30,13:50,WPH,"James Fawcett"
ENST-370,"Marine and Coastal Environmental Policy",001,H,12:30,13:50,WPH,"James Fawcett"
ENST-387,"Economics for Natural Resources and the Environment",001,M,14:00,14:50,WPH,"Monalisa Chatterjee"
ENST-387,"Economics for Natural Resources and the Environment",001,W,14:00,14:50,WPH,"Monalisa Chatterjee"
ENST-387,"Economics for Natural Resources and the Environment",001,F,14:00,14:50,WPH,"Monalisa Chatterjee"
ENST-412,"Oceans, Climate, and the Environment",001,M,14:00,15:20,ZHS,"Sarah Feakins"
ENST-412,"Oceans, Climate, and the Environment",001,W,14:00,15:20,ZHS,"Sarah Feakins"
ENST-427,"The Global Environment",001,T,10:00,11:50,ZHS,"Sergio Sanudo-Wilhelmy"
ENST-427,"The Global Environment",001,H,10:00,11:50,ZHS,"Sergio Sanudo-Wilhelmy"
ENST-436,"Environmental Politics",001,H,14:00,16:50,ZHS,"Yael Wolinsky-Nahmias"
ENST-466,"Business and Environmental Sustainability",001,M,12:00,13:50,JFF,"Paul Adler"
ENST-466,"Business and Environmental Sustainability",001,W,12:00,13:50,JFF,"Paul Adler"
ENST-492,"Directed Environmental Policy and Science Internship",001,M,15:30,18:20,WPH,"Yael Wolinsky-Nahmias"
ENST-495,"Senior Seminar in Environmental Studies",001,F,08:00,17:50,OFFICE,"Jill Sohm"
ENST-520,"Environmental Law and Policy",001,T,08:00,09:20,WPH,"Justin Ehresmann"
ENST-520,"Environmental Law and Policy",001,H,08:00,09:20,WPH,"Justin Ehresmann"
ENST-530,"Environmental Risk Analysis",001,W,15:30,18:20,MRF,"Monalisa Chatterjee"
COLT-303,"Globalization: Culture, Change, Resistance",001,T,11:00,12:20,WPH,"Neetu Khanna"
COLT-303,"Globalization: Culture, Change, Resistance",001,H,11:00,12:20,WPH,"Neetu Khanna"
COLT-347,"Modern Arab State and Society II: Culture and Literature",001,T,12:30,13:50,"SOS B","Ramzi Rouighi"
COLT-347,"Modern Arab State and Society II: Culture and Literature",001,H,12:30,13:50,"SOS B","Ramzi Rouighi"
COLT-475,"Politics and the Novel",001,T,14:00,15:20,THH,"Neetu Khanna"
COLT-475,"Politics and the Novel",001,H,14:00,15:20,THH,"Neetu Khanna"
COLT-511,"Translating Race",001,M,14:00,16:50,"SOS B","Olivia C Harrison"
GR-120,"Greek I",001,M,10:00,10:50,THH,"Lucas Herchenroeder"
GR-120,"Greek I",001,T,10:00,10:50,THH,"Lucas Herchenroeder"
GR-120,"Greek I",001,W,10:00,10:50,THH,"Lucas Herchenroeder"
GR-120,"Greek I",001,H,10:00,10:50,THH,"Lucas Herchenroeder"
GR-220,"Greek III",001,M,12:30,13:50,OFFICE,"Daniel Richter"
GR-220,"Greek III",001,W,12:30,13:50,OFFICE,"Daniel Richter"
GR-362,"Homer and the Greek Epic",001,M,14:00,15:20,OFFICE,"William Thalmann"
GR-362,"Homer and the Greek Epic",001,W,14:00,15:20,OFFICE,"William Thalmann"
DANC-105,"Dance Science: Analysis of Dance Movement",001,T,15:30,17:10,KDC,"Margo Apostolos"
DANC-105,"Dance Science: Analysis of Dance Movement",001,H,15:30,17:10,KDC,"Margo Apostolos"
DANC-110,"Dance Technique I",001,M,09:00,11:50,TBA,"Jackie Kopcsak"
DANC-110,"Dance Technique I",001,T,09:00,11:50,TBA,"Jackie Kopcsak"
DANC-110,"Dance Technique I",001,W,09:00,11:50,TBA,"Jackie Kopcsak"
DANC-110,"Dance Technique I",001,H,09:00,11:50,TBA,"Jackie Kopcsak"
DANC-110,"Dance Technique I",001,F,09:00,11:50,TBA,"Jackie Kopcsak"
DANC-120,"Repertory and Performance I",001,M,14:00,16:50,KDC,"Bret Easterling"
DANC-120,"Repertory and Performance I",001,W,14:00,16:50,KDC,"Bret Easterling"
DANC-120,"Repertory and Performance I",001,F,17:30,21:30,TBA,"Bret Easterling"
DANC-120,"Repertory and Performance I",001,S,12:00,18:30,TBA,"Bret Easterling"
DANC-131,"Improvisation and Composition II: Introduction",001,T,14:00,15:20,KDC,"Thomas McManus"
DANC-131,"Improvisation and Composition II: Introduction",001,H,14:00,15:20,KDC,"Thomas McManus"
DANC-171,"Commercial Dance: Professional Dance Preparation",001,T,17:00,18:20,KDC,"Christian Vincent"
DANC-171,"Commercial Dance: Professional Dance Preparation",001,H,17:00,18:20,KDC,"Christian Vincent"
DANC-175,"Choreography for the Screen",001,T,15:00,16:20,KDC,"Saleemah Knight"
DANC-175,"Choreography for the Screen",001,H,15:00,16:20,KDC,"Saleemah Knight"
DANC-181A,"Contemporary Dance",001,M,09:00,10:20,KDC,"Jennifer Lott"
DANC-181A,"Contemporary Dance",001,W,09:00,10:20,KDC,"Jennifer Lott"
DANC-181B,"Contemporary Dance",001,T,13:30,14:50,KDC,"Jennifer Lott"
DANC-181B,"Contemporary Dance",001,H,13:30,14:50,KDC,"Jennifer Lott"
DANC-183A,Ballet,001,T,16:00,17:20,KDC,"Jennifer Lott"
DANC-183A,Ballet,001,H,16:00,17:20,KDC,"Jennifer Lott"
DANC-183B,Ballet,001,T,12:00,13:20,KDC,"Gillian Finley"
DANC-183B,Ballet,001,H,12:00,13:20,KDC,"Gillian Finley"
DANC-183C,Ballet,001,T,12:00,13:20,KDC,"Bruce McCormick"
DANC-183C,Ballet,001,H,12:00,13:20,KDC,"Bruce McCormick"
DANC-183D,Ballet,001,T,09:00,10:20,KDC,"Jackie Kopcsak"
DANC-183D,Ballet,001,H,09:00,10:20,KDC,"Jackie Kopcsak"
DANC-184A,"Jazz Dance",001,T,10:30,11:50,KDC,"Saleemah Knight"
DANC-184A,"Jazz Dance",001,H,10:30,11:50,KDC,"Saleemah Knight"
DANC-184B,"Jazz Dance",001,T,13:30,14:50,KDC,"Saleemah Knight"
DANC-184B,"Jazz Dance",001,H,13:30,14:50,KDC,"Saleemah Knight"
DANC-185A,"Hip Hop Dance",001,F,12:00,13:40,KDC,"Tiffany Bong"
DANC-185A,"Hip Hop Dance",001,T,12:00,13:20,KDC,"Amy O'Neal"
DANC-185A,"Hip Hop Dance",001,H,12:00,13:20,KDC,"Amy O'Neal"
DANC-185A,"Hip Hop Dance",001,M,15:00,16:20,KDC,"Shannon Grayson"
DANC-185A,"Hip Hop Dance",001,W,15:00,16:20,KDC,"Shannon Grayson"
DANC-185B,"Hip Hop Dance",001,M,18:00,19:20,KDC,"E Moncell Durden"
DANC-185B,"Hip Hop Dance",001,W,18:00,19:20,KDC,"E Moncell Durden"
DANC-187,"Bollywood Dance",001,F,09:00,10:40,KDC,"Achinta McDaniel"
DANC-188A,"International Style Ballroom Dance",001,T,19:00,20:20,KDC,"Jesus Fuentes"
DANC-188A,"International Style Ballroom Dance",001,H,19:00,20:20,KDC,"Jesus Fuentes"
DANC-188A,"International Style Ballroom Dance",001,M,18:30,19:50,KDC,"Jesus Fuentes"
DANC-188A,"International Style Ballroom Dance",001,W,18:30,19:50,KDC,"Jesus Fuentes"
DANC-188B,"International Style Ballroom Dance",001,M,20:00,21:20,KDC,"Jesus Fuentes"
DANC-188B,"International Style Ballroom Dance",001,W,20:00,21:20,KDC,"Jesus Fuentes"
DANC-189A,"Tap Dance",001,T,13:30,14:50,KDC,"Shannon Grayson"
DANC-189A,"Tap Dance",001,H,13:30,14:50,KDC,"Shannon Grayson"
DANC-210,"Dance Technique II",001,M,09:00,11:50,TBA,"Bruce McCormick"
DANC-210,"Dance Technique II",001,T,09:00,11:50,TBA,"Bruce McCormick"
DANC-210,"Dance Technique II",001,W,09:00,11:50,TBA,"Bruce McCormick"
DANC-210,"Dance Technique II",001,H,09:00,11:50,TBA,"Bruce McCormick"
DANC-210,"Dance Technique II",001,F,09:00,11:50,TBA,"Bruce McCormick"
DANC-212,"Dance in Popular Culture",001,M,12:00,13:40,KDC,"Achinta McDaniel"
DANC-212,"Dance in Popular Culture",001,W,12:00,13:40,KDC,"Achinta McDaniel"
DANC-218,"Introduction to Dance for the Camera: New Media and Editing",001,T,14:00,15:20,KDC,"Dawn Stoppiello"
DANC-218,"Introduction to Dance for the Camera: New Media and Editing",001,H,14:00,15:20,KDC,"Dawn Stoppiello"
DANC-220,"Repertory and Performance II",001,M,14:00,16:50,KDC,"Jackie Kopcsak"
DANC-220,"Repertory and Performance II",001,W,14:00,16:50,KDC,"Jackie Kopcsak"
DANC-220,"Repertory and Performance II",001,F,17:30,21:30,KDC,"Jackie Kopcsak"
DANC-220,"Repertory and Performance II",001,S,12:00,18:30,KDC,"Jackie Kopcsak"
DANC-231,"Improvisation and Composition IV: Intermediate",001,T,15:30,16:50,KDC,"Thomas McManus"
DANC-231,"Improvisation and Composition IV: Intermediate",001,H,15:30,16:50,KDC,"Thomas McManus"
DANC-280,"Introduction to Dance as an Art Form",001,M,10:00,11:40,KDC,"Alison D'Amato"
DANC-280,"Introduction to Dance as an Art Form",001,W,10:00,11:40,KDC,"Alison D'Amato"
DANC-280,"Introduction to Dance as an Art Form",001,T,10:00,11:40,KDC,"Margo Apostolos"
DANC-280,"Introduction to Dance as an Art Form",001,H,10:00,11:40,KDC,"Margo Apostolos"
DANC-302,"Hip Hop Don&apos;t Stop: Exploring Black Vernacular Dance",001,T,14:00,15:40,KDC,"D Sabela Grimes"
DANC-302,"Hip Hop Don&apos;t Stop: Exploring Black Vernacular Dance",001,H,14:00,15:40,KDC,"D Sabela Grimes"
DANC-310,"Dance Technique III",001,M,10:30,13:20,TBA,"Bruce McCormick"
DANC-310,"Dance Technique III",001,T,10:30,13:20,TBA,"Bruce McCormick"
DANC-310,"Dance Technique III",001,W,10:30,13:20,TBA,"Bruce McCormick"
DANC-310,"Dance Technique III",001,H,10:30,13:20,TBA,"Bruce McCormick"
DANC-310,"Dance Technique III",001,F,10:30,13:20,TBA,"Bruce McCormick"
DANC-312,"African American Dance",001,T,16:00,17:40,KDC,"Amy O'Neal"
DANC-312,"African American Dance",001,H,16:00,17:40,KDC,"Amy O'Neal"
DANC-320,"Repertory and Performance III",001,M,14:00,16:50,KDC,"Thomas McManus"
DANC-320,"Repertory and Performance III",001,W,14:00,16:50,KDC,"Thomas McManus"
DANC-320,"Repertory and Performance III",001,F,17:30,21:30,KDC,"Thomas McManus"
DANC-320,"Repertory and Performance III",001,S,12:00,18:30,KDC,"Thomas McManus"
DANC-333,"Origins of Jazz Dance",001,M,16:00,17:40,KDC,"E Moncell Durden"
DANC-333,"Origins of Jazz Dance",001,W,16:00,17:40,KDC,"E Moncell Durden"
DANC-342,"International and Historical Perspectives on Dance",001,T,12:00,13:40,KDC,"Alison D'Amato"
DANC-342,"International and Historical Perspectives on Dance",001,H,12:00,13:40,KDC,"Alison D'Amato"
DANC-350,Composition,001,T,09:00,10:20,KDC,"D Sabela Grimes"
DANC-350,Composition,001,H,09:00,10:20,KDC,"D Sabela Grimes"
DANC-362,"Pilates Mat Training",001,M,09:00,10:20,KDC,"Gillian Finley"
DANC-362,"Pilates Mat Training",001,W,09:00,10:20,KDC,"Gillian Finley"
DANC-363,"Dancing on the Screen",001,T,12:00,13:40,KDC,"Dawn Stoppiello"
DANC-363,"Dancing on the Screen",001,H,12:00,13:40,KDC,"Dawn Stoppiello"
DANC-410,"Dance Technique IV",001,M,10:30,13:20,TBA,"Jackie Kopcsak"
DANC-410,"Dance Technique IV",001,T,10:30,13:20,TBA,"Jackie Kopcsak"
DANC-410,"Dance Technique IV",001,W,10:30,13:20,TBA,"Jackie Kopcsak"
DANC-410,"Dance Technique IV",001,H,10:30,13:20,TBA,"Jackie Kopcsak"
DANC-410,"Dance Technique IV",001,F,10:30,13:20,TBA,"Jackie Kopcsak"
DANC-420,"Repertory and Performance IV",001,M,14:00,16:50,KDC,"Patrick Corbin"
DANC-420,"Repertory and Performance IV",001,W,14:00,16:50,KDC,"Patrick Corbin"
DANC-420,"Repertory and Performance IV",001,F,17:30,21:30,KDC,"Patrick Corbin"
DANC-420,"Repertory and Performance IV",001,S,12:00,18:30,KDC,"Patrick Corbin"
DANC-470,"Dance Leadership",001,T,14:00,15:50,KDC,"Bonnie Homsey"
DANC-485,"Advanced Performance Studies: Senior Project",001,W,17:00,18:20,KDC,"Jodie Gates"
DANC-499,"Special Topics",001,T,17:30,18:50,KDC,"Dawn Stoppiello"
MOR-385,"Business, Government and Society",001,M,08:00,09:50,JFF,"Paul Adler"
MOR-385,"Business, Government and Society",001,W,08:00,09:50,JFF,"Paul Adler"
MOR-421,"Social and Ethical Issues in Business",001,T,10:00,11:50,JFF,"Katharine Harrington"
MOR-421,"Social and Ethical Issues in Business",001,H,10:00,11:50,JFF,"Katharine Harrington"
MOR-431,"Interpersonal Competence and Development",001,M,16:00,17:50,ACC,"Johanna Tolan"
